person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y,loan_status
29,80000,0.0,1500,12.42,0.02,9,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0
21,27600,3.0,1000,15.27,0.04,3,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0
24,36000,4.0,5000,13.49,0.14,4,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0
22,54000,4.0,8075,13.06,0.15,3,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0
34,87600,15.0,15000,8.49,0.17,6,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
21,85000,2.0,15000,10.95,0.18,3,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0
29,42000,0.0,5000,14.96,0.12,5,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,1
22,45004,1.0,9000,14.35,0.2,4,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0
28,140250,2.0,15000,8.9,0.07,10,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
24,100400,6.0,10000,16.4,0.1,4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0
36,140250,11.0,20000,11.48,0.1,17,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0
23,140250,1.0,15000,10.99,0.11,3,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0
30,140250,15.0,3500,10.65,0.02,8,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,1
30,63830,2.0,15000,17.99,0.23,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0
25,130000,9.0,21000,13.16,0.16,3,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0
27,44640,0.0,12800,11.83,0.29,9,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
35,136240,9.0,15000,7.88,0.11,6,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
33,110000,3.0,12000,10.65,0.11,5,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0
24,55000,4.0,1600,13.79,0.03,2,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0
28,36000,12.0,1925,15.23,0.05,8,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0
35,54000,4.0,10000,5.42,0.19,10,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0
35,79000,7.0,10000,7.51,0.13,8,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
22,42492,6.0,3600,10.99,0.08,3,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
22,34800,3.0,1500,13.49,0.04,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0
25,65000,3.0,1200,10.99,0.02,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0
23,27996,3.0,5500,12.53,0.2,2,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0
29,110000,0.0,15000,8.94,0.14,7,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0
22,22000,1.0,8500,15.05,0.39,4,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
33,114000,2.0,21000,13.16,0.18,9,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0
23,95000,7.0,4000,11.49,0.04,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
27,72800,7.0,7000,10.99,0.1,10,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0
52,30000,6.0,5000,12.73,0.17,18,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0
25,23000,4.0,4400,6.76,0.19,2,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0
35,140250,10.0,8000,10.62,0.06,7,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0
26,66996,10.0,23000,15.21,0.37,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,1
30,36000,2.0,6400,10.59,0.18,9,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
29,30000,8.0,7000,13.35,0.23,10,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0
29,70000,4.0,4500,6.62,0.06,9,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0
21,48000,5.0,7350,10.65,0.15,2,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0
21,36450,0.0,6000,8.63,0.16,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
33,58800,10.0,3000,11.49,0.05,9,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
29,53590,2.0,11225,11.14,0.21,7,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0
23,32004,3.0,10000,13.79,0.31,3,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1
35,45000,16.0,6500,13.98,0.14,10,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0
31,49000,2.0,3850,9.62,0.08,6,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
29,37000,4.0,12000,9.63,0.32,7,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
22,45000,6.0,10000,9.91,0.22,2,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
24,48600,1.0,8000,10.99,0.16,4,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1
27,35000,2.0,6000,9.32,0.17,10,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
33,80000,9.0,6000,11.11,0.07,7,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0
35,36000,3.0,5000,7.51,0.14,5,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
22,49000,6.0,10000,16.45,0.2,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,1
22,66000,6.0,11750,17.14,0.18,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1
27,57600,3.0,3000,11.11,0.05,6,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
27,115000,1.0,5000,8.49,0.04,6,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
26,65935,1.0,23000,14.96,0.37,4,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1
25,24864,9.0,9000,10.99,0.36,3,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0
38,60000,7.0,8000,10.99,0.13,13,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
24,52000,0.0,1200,13.98,0.02,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0
28,24000,4.0,5600,12.68,0.23,5,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0
36,40000,2.0,5000,7.88,0.13,12,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0
31,85000,15.0,4500,6.54,0.05,6,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0
23,44000,2.0,6000,14.22,0.14,3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0
20,64000,3.0,16000,15.31,0.25,4,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,1
22,30000,4.0,10000,11.86,0.33,4,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
30,55000,1.0,6500,10.99,0.12,9,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0
24,39996,0.0,3000,7.37,0.08,4,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0
21,66000,5.0,18000,6.91,0.27,3,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
32,61000,4.0,17000,11.49,0.28,5,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
24,40000,0.0,10000,5.79,0.25,2,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
22,25000,2.0,8400,6.62,0.34,2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,1
26,76668,10.0,7200,9.63,0.09,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
21,85000,1.0,12000,11.97,0.14,2,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0
23,42000,7.0,8000,10.99,0.19,4,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
27,30456,0.0,10400,6.91,0.34,6,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1
27,132000,2.0,15000,11.12,0.11,5,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0
30,25000,4.0,7000,10.99,0.28,10,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
22,28500,3.0,3825,15.96,0.13,3,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,1
21,90000,3.0,4800,9.62,0.05,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
25,100000,9.0,7000,13.98,0.07,3,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0
29,100000,13.0,10000,6.92,0.1,8,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0
24,47000,4.0,6000,7.66,0.13,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0
31,140250,4.0,23000,16.07,0.17,7,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0
25,115000,6.0,10000,7.29,0.09,4,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
22,85000,1.0,18000,12.18,0.21,4,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
33,14076,4.0,4800,6.76,0.34,8,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,1
29,48000,6.0,10000,13.8,0.21,10,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0
23,72000,2.0,9000,13.47,0.13,3,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0
21,35000,3.0,21000,12.53,0.6,4,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1
36,60000,0.0,15000,13.57,0.25,12,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0
28,20000,2.0,4800,10.99,0.24,8,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
35,100000,19.0,9000,10.99,0.09,8,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
22,72000,1.0,15000,10.25,0.21,4,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0
42,140250,7.0,23000,20.53,0.16,14,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,1
25,30000,6.0,4000,16.49,0.13,3,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0
23,73500,7.0,18000,10.99,0.24,2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
32,96000,1.0,5000,11.99,0.05,9,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0
21,90000,4.0,1500,10.75,0.02,4,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
23,21600,0.0,4400,12.53,0.2,3,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0
28,66924,1.0,5000,11.86,0.07,10,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
27,19498,3.0,9575,6.62,0.49,5,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
25,73000,0.0,6500,6.03,0.09,3,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0
24,39600,7.0,10000,10.36,0.25,3,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,1
40,44000,0.0,6000,10.99,0.14,12,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1
24,83000,6.0,10400,5.79,0.13,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0
53,85000,19.0,23000,15.65,0.41,19,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1
22,60000,5.0,5600,7.49,0.09,3,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0
26,88000,10.0,3800,6.54,0.04,2,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0
23,30000,7.0,2200,10.99,0.07,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
25,28000,4.0,12200,12.53,0.44,4,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0
24,82000,8.0,23000,15.27,0.3,3,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0
47,86000,0.0,9000,12.87,0.1,13,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,1
24,72000,3.0,6000,7.66,0.08,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
28,28000,0.0,3250,12.53,0.12,9,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
24,140250,7.0,22000,14.46,0.12,4,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0
26,45000,1.0,6000,11.71,0.13,2,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0
37,97000,8.0,23000,19.41,0.26,11,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0
28,48000,2.0,4600,11.86,0.1,8,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0
31,60000,11.0,15000,11.71,0.25,8,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
29,126000,5.0,7000,16.02,0.06,5,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0
42,42000,11.0,9600,13.23,0.23,15,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0
28,140250,2.0,12000,10.99,0.07,10,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0
24,51000,4.0,8500,8.94,0.17,4,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
23,45000,3.0,7000,9.63,0.16,3,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
25,87000,5.0,5500,14.61,0.06,2,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0
26,43000,1.0,8000,12.87,0.19,3,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0
31,46000,6.0,8000,10.99,0.17,9,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0
26,45000,5.0,1800,14.11,0.04,2,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0
23,62000,7.0,16000,7.49,0.26,2,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0
26,48000,2.0,10000,12.21,0.21,3,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
26,52000,10.0,6000,15.68,0.12,3,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0
27,53000,7.0,10000,10.25,0.19,5,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
27,62000,11.0,4150,18.39,0.07,5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0
46,56000,1.0,6000,10.99,0.11,13,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
42,82000,10.0,12000,13.24,0.15,13,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0
22,38004,2.0,8000,11.36,0.21,3,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
24,53000,6.0,5000,15.62,0.09,4,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1
30,27600,3.0,2250,15.62,0.08,9,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1
24,50000,3.0,17000,13.79,0.34,3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,1
33,33036,4.0,13800,13.47,0.42,5,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,1
37,43000,2.0,8500,8.88,0.2,11,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
22,45000,4.0,5000,13.48,0.11,4,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0
23,80000,3.0,5500,5.42,0.07,2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0
23,85000,4.0,3000,6.03,0.04,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
22,30000,4.0,5000,11.89,0.17,4,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
29,25200,3.0,1000,10.25,0.04,5,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
25,100000,3.0,12000,9.91,0.12,3,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0
26,77000,2.0,12000,11.71,0.16,2,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
25,45000,4.0,15000,10.99,0.33,3,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
32,36000,3.0,5000,10.0,0.14,6,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
26,19200,0.0,8500,9.99,0.44,2,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
25,42500,1.0,12000,12.69,0.28,3,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
33,42000,4.0,3600,12.68,0.09,5,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0
22,68000,7.0,5000,9.99,0.07,3,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0
31,48000,15.0,5000,10.36,0.1,5,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,1
25,53000,6.0,3000,13.99,0.06,2,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0
64,120000,0.0,20000,11.11,0.17,25,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0
36,35000,2.0,7500,10.99,0.21,13,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0
23,55000,7.0,9600,7.49,0.17,2,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0
24,78000,8.0,23000,12.18,0.32,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
45,54000,1.0,19425,11.99,0.36,17,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
22,55000,6.0,10000,10.62,0.18,2,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0
25,36852,1.0,6000,12.42,0.16,2,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
23,50960,7.0,1800,16.02,0.04,2,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0
44,27000,5.0,1700,6.99,0.06,15,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
28,44300,12.0,4325,7.49,0.1,5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0
24,110000,8.0,16000,12.73,0.15,4,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0
22,26400,1.0,7300,13.61,0.28,2,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0
27,75000,4.0,6625,10.99,0.09,10,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
36,138000,0.0,10000,13.98,0.07,15,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0
29,54000,2.0,5000,7.14,0.09,5,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
43,25000,6.0,8000,11.99,0.32,17,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1
31,74028,5.0,15000,10.59,0.2,9,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
27,33000,0.0,8875,14.65,0.27,8,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0
22,39996,3.0,11000,5.79,0.28,2,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0
25,22000,3.0,5000,16.32,0.23,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,1
29,45000,8.0,8000,12.21,0.18,5,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0
28,32000,0.0,5500,15.96,0.17,8,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0
25,30000,2.0,3200,8.0,0.11,4,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
22,45000,1.0,14550,11.83,0.32,4,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
34,135000,6.0,20000,17.74,0.15,8,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0
31,50000,0.0,5000,6.91,0.1,7,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
27,140250,12.0,15000,19.03,0.08,6,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0
28,114000,12.0,8000,18.64,0.07,10,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0
22,38000,5.0,7500,5.79,0.2,4,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0
31,110000,0.0,5000,14.26,0.05,10,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0
25,28000,3.0,5000,8.0,0.18,2,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
31,110000,4.0,10000,15.99,0.09,9,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0
23,30000,0.0,8400,14.65,0.28,3,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0
24,16800,4.0,1000,11.49,0.06,3,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0
31,80000,4.0,12400,9.99,0.15,6,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0
29,36000,5.0,10000,10.99,0.28,6,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0
22,65000,0.0,3000,6.99,0.05,4,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
24,140250,7.0,9000,16.45,0.06,4,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,1
24,100000,0.0,3000,9.76,0.03,3,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0
22,42000,2.0,5000,12.87,0.12,3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0
21,35000,5.0,7200,12.69,0.21,3,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
23,62500,4.0,16000,14.54,0.26,2,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
35,75000,2.0,23000,10.99,0.33,7,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
24,54996,6.0,9100,10.99,0.17,2,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
25,140250,9.0,8200,5.79,0.05,2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0
28,125000,5.0,10000,9.99,0.08,9,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
33,12000,0.0,1500,11.83,0.13,6,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
22,84600,4.0,6000,10.99,0.07,4,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0
31,40000,5.0,12000,11.99,0.3,5,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
30,80000,4.0,10750,6.17,0.13,5,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
22,60000,6.0,6000,13.11,0.1,4,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0
28,52000,12.0,12000,10.99,0.23,8,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
27,47500,5.0,13000,7.88,0.27,8,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1
24,62000,4.0,4800,7.14,0.08,3,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0
28,125000,13.0,15000,10.25,0.12,7,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0
30,140250,4.0,12000,10.99,0.08,8,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
36,58000,18.0,5000,6.62,0.09,17,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
28,66000,0.0,7500,11.28,0.11,7,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,1
26,44000,7.0,10000,17.14,0.23,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0
26,40000,3.0,2200,8.49,0.06,3,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
23,44496,2.0,3500,10.99,0.08,4,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
24,40000,3.0,3500,7.9,0.09,4,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
24,12000,2.0,1750,10.99,0.15,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0
32,78000,0.0,13000,12.87,0.17,10,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0
22,52000,3.0,12750,18.25,0.25,4,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1
